particle,t,xpos,ypos
2227,0,1.5,10.5
2227,2,1.5,10.5
2228,0,1.5,10.5
2228,2,1.5,10.5
2229,0,1.5,10.5
2229,2,1.5,10.5
2230,0,1.5,10.5
2230,2,1.5,10.5
2231,0,1.5,10.5
2231,2,1.5,10.5
2232,0,1.5,10.5
2232,2,1.5,10.5
2233,0,1.5,10.5
2233,2,1.5,10.5
2234,0,1.5,10.5
2234,2,1.5,10.5
2235,0,1.5,10.5
2235,2,1.5,10.5
2236,0,1.5,10.5
2236,2,1.5,10.5
2237,0,1.5,10.5
2237,2,1.5,10.5
2238,0,1.5,10.5
2238,2,1.5,10.5
2239,0,1.5,10.5
2239,2,2.5,10.5
2240,0,2.5,10.5
2240,2,2.5,10.5
2241,0,2.5,10.5
2241,2,2.5,10.5
2242,0,2.5,10.5
2242,2,2.5,10.5
2243,0,2.5,10.5
2243,2,2.5,10.5
2244,0,2.5,10.5
2244,2,2.5,10.5
2245,0,2.5,10.5
2245,2,2.5,10.5
2246,0,2.5,10.5
2246,2,2.5,10.5
2247,0,2.5,10.5
2247,2,2.5,10.5
2248,0,2.5,10.5
2248,2,2.5,10.5
2249,0,2.5,10.5
2249,2,2.5,10.5
2250,0,2.5,10.5
2250,2,2.5,10.5
2251,0,2.5,10.5
2251,2,2.5,10.5
2252,0,2.5,10.5
2252,2,2.5,10.5
2253,0,2.5,10.5
2253,2,2.5,10.5
2254,0,2.5,10.5
2254,2,2.5,10.5
2255,0,2.5,10.5
2255,2,2.5,10.5
2256,0,2.5,10.5
2256,2,2.5,10.5
2257,0,2.5,10.5
2257,2,2.5,10.5
2258,0,2.5,10.5
2258,2,2.5,10.5
2259,0,2.5,10.5
2259,2,3.5,10.5
2260,0,3.5,10.5
2260,2,3.5,10.5
2261,0,3.5,10.5
2261,2,3.5,10.5
2262,0,3.5,10.5
2262,2,3.5,10.5
2263,0,3.5,10.5
2263,2,3.5,10.5
2264,0,3.5,10.5
2264,2,3.5,10.5
2265,0,3.5,10.5
2265,2,3.5,10.5
2266,0,3.5,10.5
2266,2,3.5,10.5
2267,0,3.5,10.5
2267,2,3.5,10.5
2268,0,3.5,10.5
2268,2,3.5,10.5
2269,0,3.5,10.5
2269,2,3.5,10.5
2270,0,3.5,10.5
2270,2,3.5,10.5
2271,0,3.5,10.5
2271,2,3.5,10.5
2272,0,3.5,10.5
2272,2,3.5,10.5
2273,0,3.5,10.5
2273,2,3.5,10.5
2274,0,3.5,10.5
2274,2,3.5,10.5
2275,0,3.5,10.5
2275,2,3.5,10.5
2276,0,3.5,10.5
2276,2,3.5,10.5
2277,0,3.5,10.5
2277,2,3.5,10.5
2278,0,3.5,10.5
2278,2,3.5,10.5
2279,0,3.5,10.5
2279,2,4.5,10.5
2280,0,4.5,10.5
2280,2,4.5,10.5
2281,0,4.5,10.5
2281,2,4.5,10.5
2282,0,4.5,10.5
2282,2,4.5,10.5
2283,0,4.5,10.5
2283,2,4.5,10.5
2284,0,4.5,10.5
2284,2,4.5,10.5
2285,0,4.5,10.5
2285,2,4.5,10.5
2286,0,4.5,10.5
2286,2,4.5,10.5
2287,0,4.5,10.5
2287,2,4.5,10.5
2288,0,4.5,10.5
2288,2,4.5,10.5
2289,0,4.5,10.5
2289,2,4.5,10.5
2290,0,4.5,10.5
2290,2,4.5,10.5
2291,0,4.5,10.5
2291,2,4.5,10.5
2292,0,4.5,10.5
2292,2,4.5,10.5
2293,0,4.5,10.5
2293,2,4.5,10.5
2294,0,4.5,10.5
2294,2,4.5,10.5
2295,0,4.5,10.5
2295,2,4.5,10.5
2296,0,4.5,10.5
2296,2,4.5,10.5
2297,0,4.5,10.5
2297,2,4.5,10.5
2298,0,4.5,10.5
2298,2,4.5,10.5
2299,0,4.5,10.5
2299,2,5.5,10.5
2300,0,5.5,10.5
2300,2,5.5,10.5
2301,0,5.5,10.5
2301,2,5.5,10.5
2302,0,5.5,10.5
2302,2,5.5,10.5
2303,0,5.5,10.5
2303,2,5.5,10.5
2304,0,5.5,10.5
2304,2,5.5,10.5
2305,0,5.5,10.5
2305,2,5.5,10.5
2306,0,5.5,10.5
2306,2,5.5,10.5
2307,0,5.5,10.5
2307,2,5.5,10.5
2308,0,5.5,10.5
2308,2,5.5,10.5
2309,0,5.5,10.5
2309,2,5.5,10.5
2310,0,5.5,10.5
2310,2,5.5,10.5
2311,0,5.5,10.5
2311,2,5.5,10.5
2312,0,5.5,10.5
2312,2,5.5,10.5
2313,0,5.5,10.5
2313,2,5.5,10.5
2314,0,5.5,10.5
2314,2,5.5,10.5
2315,0,5.5,10.5
2315,2,5.5,10.5
2316,0,5.5,10.5
2316,2,5.5,10.5
2317,0,5.5,10.5
2317,2,5.5,10.5
2318,0,5.5,10.5
2318,2,5.5,10.5
2319,0,5.5,10.5
2319,2,6.5,10.5
2320,0,6.5,10.5
2320,2,6.5,10.5
2321,0,6.5,10.5
2321,2,6.5,10.5
2322,0,6.5,10.5
2322,2,6.5,10.5
2323,0,6.5,10.5
2323,2,6.5,10.5
2324,0,6.5,10.5
2324,2,6.5,10.5
2325,0,6.5,10.5
2325,2,6.5,10.5
2326,0,6.5,10.5
2326,2,6.5,10.5
2327,0,6.5,10.5
2327,2,6.5,10.5
2328,0,6.5,10.5
2328,2,6.5,10.5
2329,0,6.5,10.5
2329,2,6.5,10.5
2330,0,6.5,10.5
2330,2,6.5,10.5
2331,0,6.5,10.5
2331,2,6.5,10.5
2332,0,6.5,10.5
2332,2,6.5,10.5
2333,0,6.5,10.5
2333,2,6.5,10.5
2334,0,6.5,10.5
2334,2,6.5,10.5
2335,0,6.5,10.5
2335,2,6.5,10.5
2336,0,6.5,10.5
2336,2,6.5,10.5
2337,0,6.5,10.5
2337,2,6.5,10.5
2338,0,6.5,10.5
2338,2,6.5,10.5
2339,0,6.5,10.5
2339,2,7.5,10.5
2340,0,7.5,10.5
2340,2,7.5,10.5
2341,0,7.5,10.5
2341,2,7.5,10.5
2342,0,7.5,10.5
2342,2,7.5,10.5
2343,0,7.5,10.5
2343,2,7.5,10.5
2344,0,7.5,10.5
2344,2,7.5,10.5
2345,0,7.5,10.5
2345,2,7.5,10.5
2346,0,7.5,10.5
2346,2,7.5,10.5
2347,0,7.5,10.5
2347,2,7.5,10.5
2348,0,7.5,10.5
2348,2,7.5,10.5
2349,0,7.5,10.5
2349,2,7.5,10.5
2350,0,7.5,10.5
2350,2,7.5,10.5
2351,0,7.5,10.5
2351,2,7.5,10.5
2352,0,7.5,10.5
2352,2,7.5,10.5
2353,0,7.5,10.5
2353,2,7.5,10.5
2354,0,7.5,10.5
2354,2,7.5,10.5
2355,0,7.5,10.5
2355,2,7.5,10.5
2356,0,7.5,10.5
2356,2,7.5,10.5
2357,0,7.5,10.5
2357,2,7.5,10.5
2358,0,7.5,10.5
2358,2,7.5,10.5
2359,0,7.5,10.5
2359,2,8.5,10.5
2360,0,8.5,10.5
2360,2,8.5,10.5
2361,0,8.5,10.5
2361,2,8.5,10.5
2362,0,8.5,10.5
2362,2,8.5,10.5
2363,0,8.5,10.5
2363,2,8.5,10.5
2364,0,8.5,10.5
2364,2,8.5,10.5
2365,0,8.5,10.5
2365,2,8.5,10.5
2366,0,8.5,10.5
2366,2,8.5,10.5
2367,0,8.5,10.5
2367,2,8.5,10.5
2368,0,8.5,10.5
2368,2,8.5,10.5
2369,0,8.5,10.5
2369,2,8.5,10.5
2370,0,8.5,10.5
2370,2,8.5,10.5
2371,0,8.5,10.5
2371,2,8.5,10.5
2372,0,8.5,10.5
2372,2,8.5,10.5
2373,0,8.5,10.5
2373,2,8.5,10.5
2374,0,8.5,10.5
2374,2,8.5,10.5
2375,0,8.5,10.5
2375,2,8.5,10.5
2376,0,8.5,10.5
2376,2,8.5,10.5
2377,0,8.5,10.5
2377,2,8.5,10.5
2378,0,8.5,10.5
2378,2,8.5,10.5
2379,0,8.5,10.5
2379,2,9.5,10.5
2380,0,9.5,10.5
2380,2,9.5,10.5
2381,0,9.5,10.5
2381,2,9.5,10.5
2382,0,9.5,10.5
2382,2,9.5,10.5
2383,0,9.5,10.5
2383,2,9.5,10.5
2384,0,9.5,10.5
2384,2,9.5,10.5
2385,0,9.5,10.5
2385,2,9.5,10.5
2386,0,9.5,10.5
2386,2,9.5,10.5
2387,0,9.5,10.5
2387,2,9.5,10.5
2388,0,9.5,10.5
2388,2,9.5,10.5
2389,0,9.5,10.5
2389,2,9.5,10.5
2390,0,9.5,10.5
2390,2,9.5,10.5
2391,0,9.5,10.5
2391,2,9.5,10.5
2392,0,9.5,10.5
2392,2,9.5,10.5
2393,0,9.5,10.5
2393,2,9.5,10.5
2394,0,9.5,10.5
2394,2,9.5,10.5
2395,0,9.5,10.5
2395,2,9.5,10.5
2396,0,9.5,10.5
2396,2,9.5,10.5
2397,0,9.5,10.5
2397,2,9.5,10.5
2398,0,9.5,10.5
2398,2,9.5,10.5
2399,0,9.5,10.5
2399,2,10.5,10.5
2400,0,10.5,10.5
2400,2,10.5,10.5
2401,0,10.5,10.5
2401,2,10.5,10.5
2402,0,10.5,10.5
2402,2,10.5,10.5
2403,0,10.5,10.5
2403,2,10.5,10.5
2404,0,10.5,10.5
2404,2,10.5,10.5
2405,0,10.5,10.5
2405,2,10.5,10.5
2406,0,10.5,10.5
2406,2,10.5,10.5
2407,0,10.5,10.5
2407,2,10.5,10.5
2408,0,10.5,10.5
2408,2,10.5,10.5
2409,0,10.5,10.5
2409,2,10.5,10.5
2410,0,10.5,10.5
2410,2,10.5,10.5
2411,0,10.5,10.5
2411,2,10.5,10.5
2412,0,10.5,10.5
2412,2,10.5,10.5
2413,0,10.5,10.5
2413,2,10.5,10.5
2414,0,10.5,10.5
2414,2,10.5,10.5
2415,0,10.5,10.5
2415,2,10.5,10.5
2416,0,10.5,10.5
2416,2,10.5,10.5
2417,0,10.5,10.5
2417,2,10.5,10.5
2418,0,10.5,10.5
2418,2,10.5,10.5
2419,0,10.5,10.5
2419,2,9.5,10.5
